,course,provider,link,course_length,time_commitment,start_date,current_enrollment,pace,price_£,subject
859,E-Commerce Estratégico,Universidades Anáhuac,https://www.edx.org/learn/ecommerce/universidades-anahuac-e-commerce-estrategico?index=product&queryID=197a7ecfef682521856b1390bb1fd72b&position=20&results_level=second-level-results&term=&objectID=course-41a76bc7-5287-4593-919f-83a96407d026&campaign=E-Commerce+Estrat%C3%A9gico&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,5–7 hours per week,Starts Jul 24,0,Self-paced,30,Business & Management
860,Drainage in Agriculture: controlling water and salt levels in the soil,Wageningen University & Resear…,https://www.edx.org/learn/agriculture/wageningen-university-research-drainage-in-agriculture-controlling-water-and-salt-levels-in-the-soil?index=product&queryID=197a7ecfef682521856b1390bb1fd72b&position=21&results_level=second-level-results&term=&objectID=course-20654e2f-23ef-4737-958c-9c16e75ecc24&campaign=Drainage+in+Agriculture%3A+controlling+water+and+salt+levels+in+the+soil&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,18–20 hours per week,Starts Jul 24,8578,Self-paced,131,Environmental Studies
861,¿Cómo hacer uso responsable de la inteligencia artificial?,Inter-American Development Bank,https://www.edx.org/learn/artificial-intelligence/inter-american-development-bank-como-hacer-uso-responsable-de-la-inteligencia-artificial?index=product&queryID=197a7ecfef682521856b1390bb1fd72b&position=22&results_level=second-level-results&term=&objectID=course-93cf5002-31b0-494e-ab1b-40b0a28bd4c3&campaign=%C2%BFC%C3%B3mo+hacer+uso+responsable+de+la+inteligencia+artificial%3F&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,1–2 hours per week,Starts Jul 24,7952,Self-paced,23,Ethics
862,Field Operations and Administrative Tools in Construction Managem…,"The University of Maryland, College Park…",https://www.edx.org/learn/construction/the-university-of-maryland-college-park-field-operations-and-administrative-tools-in-construction-management?index=product&queryID=197a7ecfef682521856b1390bb1fd72b&position=23&results_level=second-level-results&term=&objectID=course-37bff1b3-f595-4030-8fd8-38cc8b283e27&campaign=Field+Operations+and+Administrative+Tools+in+Construction+Management&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,2–3 hours per week,Starts Jul 24,0,Self-paced,193,Engineering
863,Lean Six Sigma Green Belt Business Project,Technische Universität München,https://www.edx.org/learn/six-sigma/technische-universitat-munchen-lean-six-sigma-green-belt-business-project?index=product&queryID=197a7ecfef682521856b1390bb1fd72b&position=24&results_level=second-level-results&term=&objectID=course-086c3b96-10d9-490c-8486-2f1bcfd0d110&campaign=Lean+Six+Sigma+Green+Belt+Business+Project&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,20 weeks,4–5 hours per week,Starts Jul 24,0,Self-paced,2018,Business & Management
864,Formulación y nomenclatura de compuestos químicos,Universitat Politècnica de València,https://www.edx.org/learn/chemistry/universitat-politecnica-de-valencia-formulacion-y-nomenclatura-de-compuestos-quimicos?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=1&results_level=second-level-results&term=&objectID=course-d94d7214-cac2-4560-ad05-642616b3b116&campaign=Formulaci%C3%B3n+y+nomenclatura+de+compuestos+qu%C3%ADmicos&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,3–4 hours per week,Starts Jul 24,19666,Self-paced,15,Chemistry
865,Gestión de riesgos en proyectos de desarrollo,Inter-American Development Bank,https://www.edx.org/learn/risk-management/inter-american-development-bank-gestion-de-riesgos-en-proyectos-de-desarrollo?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=2&results_level=second-level-results&term=&objectID=course-5b49fa46-87c5-46ad-afeb-12771588ca2e&campaign=Gesti%C3%B3n+de+riesgos+en+proyectos+de+desarrollo&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,2–3 hours per week,Starts Jul 24,60693,Self-paced,19,Business & Management
866,Psychology of Personal Growth,The Hong Kong University of Sci…,https://www.edx.org/learn/personal-development/the-hong-kong-university-of-science-and-technology-psychology-of-personal-growth?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=3&results_level=second-level-results&term=&objectID=course-07d7ae26-cc26-43df-a427-40488e08abcb&campaign=Psychology+of+Personal+Growth&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,2–3 hours per week,Starts Jul 24,67245,Self-paced,46,Social Sciences
867,Fundamentos de fotografía documental,Universidad del Rosario,https://www.edx.org/learn/art/universidad-del-rosario-fundamentos-de-fotografia-documental?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=4&results_level=second-level-results&term=&objectID=course-9908c461-e69a-4ab9-9950-4cd8db358d6e&campaign=Fundamentos+de+fotograf%C3%ADa+documental&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,4–6 hours per week,Starts Jul 24,20765,Self-paced,15,Art & Culture
868,C++ Programming: Intermediate Concepts,Codio,https://www.edx.org/learn/c-programming/codio-c-programming-intermediate-concepts?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=5&results_level=second-level-results&term=&objectID=course-51ee997e-abc5-44db-a9c1-f1f2dd91a384&campaign=C%2B%2B+Programming%3A+Intermediate+Concepts&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,2–3 hours per week,Starts Jul 24,0,Self-paced,147,Computer Science
869,Living Heritage and Sustainable Development,SDG Academy,https://www.edx.org/learn/sustainable-development/sdg-academy-living-heritage-and-sustainable-development?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=6&results_level=second-level-results&term=&objectID=course-f8507c60-d462-4eb9-95ee-a70b025b2b53&campaign=Living+Heritage+and+Sustainable+Development&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,2–4 hours per week,Starts Jul 24,6357,Self-paced,0,Art & Culture
870,Introduction to AI/ML Toolkits with Kubeflow,The Linux Foundation,https://www.edx.org/learn/artificial-intelligence/the-linux-foundation-introduction-to-ai-ml-toolkits-with-kubeflow?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=7&results_level=second-level-results&term=&objectID=course-3a249705-8928-425b-9b0a-776382aab5d4&campaign=Introduction+to+AI%2FML+Toolkits+with+Kubeflow&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,1–2 hours per week,Starts Jul 24,0,Self-paced,116,Computer Science
871,Image Processing and Analysis for Life Scientists,École polytechnique fédérale de…,https://www.edx.org/learn/image-analysis/ecole-polytechnique-federale-de-lausanne-image-processing-and-analysis-for-life-scientists?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=8&results_level=second-level-results&term=&objectID=course-ff65ad9e-615d-4854-a260-85c56f14e267&campaign=Image+Processing+and+Analysis+for+Life+Scientists&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,2–3 hours per week,Starts Jul 24,14653,Self-paced,193,Data Analysis & Statistics
872,Teach kids computing: Computing Systems and Networks,Raspberry Pi Foundation,https://www.edx.org/learn/teacher-training/raspberry-pi-foundation-teach-kids-computing-computing-systems-and-networks?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=9&results_level=second-level-results&term=&objectID=course-a808ea9e-4c95-4f66-b134-8552bb069364&campaign=Teach+kids+computing%3A+Computing+Systems+and+Networks&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,3 weeks,2–4 hours per week,Starts Jul 24,0,Self-paced,38,Education & Teacher Training
873,SQL Concepts for Data Engineers,IBM,https://www.edx.org/learn/sql/ibm-sql-concepts-for-data-engineers?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=10&results_level=second-level-results&term=&objectID=course-0d6061d7-df9f-4528-9e45-941b6126097c&campaign=SQL+Concepts+for+Data+Engineers&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,1 weeks,4–5 hours per week,Started Jan 31,0,Instructor-paced,77,Data Analysis & Statistics
874,Beyond Systems Thinking,ETH Zurich,https://www.edx.org/learn/social-science/eth-zurich-beyond-systems-thinking-2?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=11&results_level=second-level-results&term=&objectID=course-75d7310c-9288-4811-8c55-e085ea00ce28&campaign=Beyond+Systems+Thinking&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,3–5 hours per week,Starts Jul 24,0,Self-paced,39,Social Sciences
875,El poder de la comunicación consciente,Universidad del Rosario,https://www.edx.org/learn/mindfulness/universidad-del-rosario-el-poder-de-la-comunicacion-consciente?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=12&results_level=second-level-results&term=&objectID=course-5c3e914b-9e97-4a5c-8431-1cc3a262f03e&campaign=El+poder+de+la+comunicaci%C3%B3n+consciente&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,4–6 hours per week,Starts Jul 24,0,Self-paced,30,Communication
876,Ruralization: Creating New Opportunities in Rural Areas,Delft University of Technology,https://www.edx.org/learn/agriculture/delft-university-of-technology-ruralization-creating-new-opportunities-in-rural-areas?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=13&results_level=second-level-results&term=&objectID=course-4a6116fb-9149-4092-92bc-32bf5f68c177&campaign=Ruralization%3A+Creating+New+Opportunities+in+Rural+Areas&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,4–5 hours per week,Starts Jul 24,0,Self-paced,108,Social Sciences
877,Terrorism and Counterterrorism,Georgetown University,https://www.edx.org/learn/counterterrorism/georgetown-university-terrorism-and-counterterrorism?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=14&results_level=second-level-results&term=&objectID=course-eecc087c-2bfa-4b26-81d6-a6bf6a6b246c&campaign=Terrorism+and+Counterterrorism&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,8–10 hours per week,Starts Jul 24,36211,Self-paced,46,Humanities
878,Circular Economy: An Interdisciplinary Approach,Wageningen University & Resear…,https://www.edx.org/learn/circular-economy/wageningen-university-research-circular-economy-an-interdisciplinary-approach?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=15&results_level=second-level-results&term=&objectID=course-a7512d5c-f6d9-4da4-afec-f78cc712ba40&campaign=Circular+Economy%3A+An+Interdisciplinary+Approach&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,16–24 hours per week,Starts Jul 24,19669,Self-paced,116,Environmental Studies
879,UX Research,HEC Montréal,https://www.edx.org/learn/user-experience-ux/hec-montreal-ux-research?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=16&results_level=second-level-results&term=&objectID=course-9395b535-1fa7-4ed4-9fd8-98b86ba682d9&campaign=UX+Research&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,6–9 hours per week,Starts Jul 24,13939,Self-paced,286,Social Sciences
880,Fundamentals of Financial Mathematics and Capital Budgeting,New York Institute of Finance,https://www.edx.org/learn/finance/new-york-institute-of-finance-fundamentals-of-financial-mathematics-and-capital-budgeting?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=17&results_level=second-level-results&term=&objectID=course-669905cf-e1eb-4a36-8d95-f6b6cfea1b2f&campaign=Fundamentals+of+Financial+Mathematics+and+Capital+Budgeting&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,1–2 hours per week,Starts Jul 24,11072,Self-paced,77,Economics & Finance
881,Managing People with Power Skills,"The University of Maryland, College Park…",https://www.edx.org/learn/soft-skills/the-university-of-maryland-college-park-managing-people-with-power-skills?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=18&results_level=second-level-results&term=&objectID=course-efb2fa56-1c0b-481a-a16f-de59a7c2f44b&campaign=Managing+People+with+Power+Skills&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,1–2 hours per week,Starts Jul 24,0,Self-paced,92,Business & Management
882,Macroeconomics of Climate Change: Green Public Finance,The International Monetary Fund,https://www.edx.org/learn/climate-change/the-international-monetary-fund-macroeconomics-of-climate-change-green-public-finance?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=19&results_level=second-level-results&term=&objectID=course-7ca91583-26b3-434e-92e1-0eae2adf7c0a&campaign=Macroeconomics+of+Climate+Change%3A+Green+Public+Finance&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,3 weeks,2–3 hours per week,Starts Jul 24,0,Self-paced,19,Economics & Finance
883,Geoscience: the Earth and its Resources,Delft University of Technology,https://www.edx.org/learn/geosciences/delft-university-of-technology-geoscience-the-earth-and-its-resources?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=20&results_level=second-level-results&term=&objectID=course-652bffa1-cd44-47ff-a5dc-4226c968e5c0&campaign=Geoscience%3A+the+Earth+and+its+Resources&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,8–10 hours per week,Starts Jul 24,24626,Self-paced,108,Energy & Earth Sciences
884,18th-Century Opera: Handel & Mozart,Harvard University,https://www.edx.org/learn/music-theory/harvard-university-18th-century-opera-handel-mozart?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=21&results_level=second-level-results&term=&objectID=course-df430763-6267-4c2c-9bd0-9865c709944c&campaign=18th-Century+Opera%3A+Handel+%26+Mozart&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,3–4 hours per week,Starts Jul 24,28311,Self-paced,162,Music
885,Statistics,Delft University of Technology,https://www.edx.org/learn/statistics/delft-university-of-technology-statistics?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=22&results_level=second-level-results&term=&objectID=course-03b2ee2b-8ba5-4ddb-b1a6-3e69de55a26a&campaign=Statistics&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,3 weeks,4–6 hours per week,Starts Jul 24,0,Self-paced,116,Math
886,Big Data Analytics,University of Adelaide,https://www.edx.org/learn/big-data/university-of-adelaide-big-data-analytics?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=23&results_level=second-level-results&term=&objectID=course-b8eac1f6-1911-4a4a-aec3-39ed9945422f&campaign=Big+Data+Analytics&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,8–10 hours per week,Starts Jul 24,51137,Self-paced,154,Computer Science
887,Software Engineering: Introduction,University of British Columbia,https://www.edx.org/learn/software-engineering/university-of-british-columbia-software-engineering-introduction?index=product&queryID=ab98326c21035c453cb02aef84007af1&position=24&results_level=second-level-results&term=&objectID=course-7868fb19-176b-4d98-b1a0-4d1e2029fdb8&campaign=Software+Engineering%3A+Introduction&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,8 weeks,8–10 hours per week,Starts Jul 24,53636,Self-paced,97,Computer Science
888,Salud mental del adolescente en cuidado primario,Pontificia Universidad Javeriana,https://www.edx.org/learn/mental-health/pontificia-universidad-javeriana-salud-mental-del-adolescente-en-cuidado-primario?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=1&results_level=second-level-results&term=&objectID=course-d973734a-7d9a-4668-9ed6-4b99152a0212&campaign=Salud+mental+del+adolescente+en+cuidado+primario&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,8–10 hours per week,Starts Jul 24,7017,Self-paced,35,Medicine
889,Writing successfully for the Stage,University of Cambridge,https://www.edx.org/learn/creative-writing/university-of-cambridge-writing-successfully-for-the-stage?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=2&results_level=second-level-results&term=&objectID=course-5a4fb01d-464b-4be4-a208-bca419195280&campaign=Writing+successfully+for+the+Stage&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,8–10 hours per week,Starts Jul 24,14460,Self-paced,232,Communication
890,Genetics: Population Genetics and Human Traits,Massachusetts Institute of Tech…,https://www.edx.org/learn/genetics/massachusetts-institute-of-technology-genetics-population-genetics-and-human-traits?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=3&results_level=second-level-results&term=&objectID=course-2fd709f3-54ac-4653-9d54-f65310f2656c&campaign=Genetics%3A+Population+Genetics+and+Human+Traits&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,4–6 hours per week,Starts Jul 24,0,Self-paced,77,Biology & Life Sciences
891,Macroeconomics for a Sustainable Planet,SDG Academy,https://www.edx.org/learn/macroeconomics/sdg-academy-macroeconomics-for-a-sustainable-planet?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=4&results_level=second-level-results&term=&objectID=course-8e6cfbbd-b68b-483a-9108-5d4658278dd5&campaign=Macroeconomics+for+a+Sustainable+Planet&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,13 weeks,2–4 hours per week,Starts Jul 24,13165,Self-paced,0,Economics & Finance
892,Digital Commerce Reinventing Business Models,Tecnológico de Monterrey,https://www.edx.org/learn/business-model/tecnologico-de-monterrey-digital-commerce-reinventing-business-models?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=5&results_level=second-level-results&term=&objectID=course-37fd39b0-7207-4648-982e-13cda04749fa&campaign=Digital+Commerce+Reinventing+Business+Models&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,5–8 hours per week,Starts Jul 24,0,Self-paced,193,Business & Management
893,A strategic approach to talent management,Stellenbosch University,https://www.edx.org/learn/human-resources/stellenbosch-university-a-strategic-approach-to-talent-management?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=6&results_level=second-level-results&term=&objectID=course-31bfcc3d-7a8a-47f8-868e-f16c5d1f0ac0&campaign=A+strategic+approach+to+talent+management&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,2 weeks,5–8 hours per week,Starts Jul 24,0,Self-paced,116,Business & Management
894,Producción musical y su efecto en la composición,Berklee College of Music,https://www.edx.org/learn/music-arts/berklee-college-of-music-produccion-musical-y-su-efecto-en-la-composicion?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=7&results_level=second-level-results&term=&objectID=course-27f2f5e5-ea79-46b0-87a0-75e2b1a84a24&campaign=Producci%C3%B3n+musical+y+su+efecto+en+la+composici%C3%B3n&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,3–5 hours per week,Starts Jul 24,15733,Self-paced,46,Music
895,Worldviews - From Sustainability to Regeneration,ETH Zurich,https://www.edx.org/learn/ethics/eth-zurich-worldviews-from-sustainability-to-regeneration?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=8&results_level=second-level-results&term=&objectID=course-1e10e841-4d5e-4765-8bc2-263ce09c3c28&campaign=Worldviews+-+From+Sustainability+to+Regeneration&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,12 weeks,2–4 hours per week,Starts Jul 24,0,Self-paced,39,Philosophy & Ethics
896,Corrección de textos jurídicos,Universidad del Rosario,https://www.edx.org/learn/writing/universidad-del-rosario-correccion-de-textos-juridicos?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=9&results_level=second-level-results&term=&objectID=course-88ba4f10-b5da-4c2a-b32e-dc9eadbd25e7&campaign=Correcci%C3%B3n+de+textos+jur%C3%ADdicos&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,4–6 hours per week,Starts Jul 24,0,Self-paced,30,Communication
897,Understanding Nuclear Energy,Delft University of Technology,https://www.edx.org/learn/nuclear-energy/delft-university-of-technology-understanding-nuclear-energy?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=10&results_level=second-level-results&term=&objectID=course-2d54dea2-ec85-4474-ae04-09fee261ca35&campaign=Understanding+Nuclear+Energy&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,4–6 hours per week,Starts Jul 24,21201,Self-paced,108,Engineering
898,Leadership and organizational behavior,Tecnológico de Monterrey,https://www.edx.org/learn/leadership/tecnologico-de-monterrey-leadership-and-organizational-behavior?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=11&results_level=second-level-results&term=&objectID=course-5f30cd7d-bf7d-449d-bffe-535e70d8c5c9&campaign=Leadership+and+organizational+behavior&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,5–8 hours per week,Starts Jul 24,9499,Self-paced,147,Business & Management
899,Content Marketing Strategy,State Bank of India,https://www.edx.org/learn/content-marketing/state-bank-of-india-content-marketing-strategy?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=12&results_level=second-level-results&term=&objectID=course-651b9979-8ade-4254-9eb1-e09f1e1609fd&campaign=Content+Marketing+Strategy&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,2–3 hours per week,Starts Jul 24,0,Self-paced,77,Business & Management
900,Introducción a la programación en C: Tipos de datos y estructuras,Universidad Autónoma de Madrid,https://www.edx.org/learn/c-programming/universidad-autonoma-de-madrid-introduccion-a-la-programacion-en-c-tipos-de-datos-y-estructuras?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=13&results_level=second-level-results&term=&objectID=course-c0a14304-f16c-40ed-9cd7-7ab9c6ead0cf&campaign=Introducci%C3%B3n+a+la+programaci%C3%B3n+en+C%3A+Tipos+de+datos+y+estructuras&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,3–5 hours per week,Starts Jul 24,23902,Self-paced,23,Computer Science
901,Water: Addressing the Global Crisis,SDG Academy,https://www.edx.org/learn/environmental-science/sdg-academy-water-addressing-the-global-crisis?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=14&results_level=second-level-results&term=&objectID=course-c96ac2eb-e620-41a2-87e2-bc6081486540&campaign=Water%3A+Addressing+the+Global+Crisis&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,9 weeks,3–5 hours per week,Starts Jul 24,13285,Self-paced,0,Environmental Studies
902,Teach Teens Computing: Understanding AI for Educators,Raspberry Pi Foundation,https://www.edx.org/learn/education-teacher-training/raspberry-pi-foundation-teach-teens-computing-understanding-ai-for-teachers?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=15&results_level=second-level-results&term=&objectID=course-4f6ef46f-3a0f-4f0d-9cc7-71b3c5450aab&campaign=Teach+Teens+Computing%3A+Understanding+AI+for+Educators&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,3 weeks,2–3 hours per week,Starts Jul 24,0,Self-paced,46,Education & Teacher Training
903,Aquaponics – the circular food production system,ZHAW Zurich University of Appli…,https://www.edx.org/learn/food-science/zhaw-zurich-university-of-applied-sciences-aquaponics-the-circular-food-production-system?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=16&results_level=second-level-results&term=&objectID=course-f295a889-a794-4746-a43e-4ac77162be57&campaign=Aquaponics+%E2%80%93+the+circular+food+production+system&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,4–6 hours per week,Starts Jul 24,8595,Self-paced,100,Biology & Life Sciences
904,Mandarin Chinese Level 2,MandarinX,https://www.edx.org/learn/mandarin-chinese/mandarinx-mandarin-chinese-level-2?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=17&results_level=second-level-results&term=&objectID=course-0604a790-78e7-478d-95d2-78369c9aae56&campaign=Mandarin+Chinese+Level+2&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,4–10 hours per week,Starts Jul 24,14870,Self-paced,147,Language
905,"Unix Tools: Data, Software and Production Engineering",Delft University of Technology,https://www.edx.org/learn/unix/delft-university-of-technology-unix-tools-data-software-and-production-engineering?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=18&results_level=second-level-results&term=&objectID=course-21a8259b-3c0f-4bc7-b478-edf58b8fbb90&campaign=Unix+Tools%3A+Data%2C+Software+and+Production+Engineering&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,4–6 hours per week,Starts Jul 24,7072,Self-paced,39,Computer Science
906,PM4R Agile: mentalidad ágil en proyectos de desarrollo,Inter-American Development Bank,https://www.edx.org/learn/agile/inter-american-development-bank-pm4r-agile-mentalidad-agil-en-proyectos-de-desarrollo?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=19&results_level=second-level-results&term=&objectID=course-e81950fb-2371-4967-ab23-ce69ffec155f&campaign=PM4R+Agile%3A+mentalidad+%C3%A1gil+en+proyectos+de+desarrollo&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,1–2 hours per week,Starts Jul 24,9448,Self-paced,15,Business & Management
907,Macroeconomics of Climate Change: Climate Risks for the Financial S…,The International Monetary Fund,https://www.edx.org/learn/climate-change/the-international-monetary-fund-macroeconomics-of-climate-change-climate-risks-for-the-financial-sector?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=20&results_level=second-level-results&term=&objectID=course-47148d66-9e63-4c52-8e7b-8c9fc0c664f4&campaign=Macroeconomics+of+Climate+Change%3A+Climate+Risks+for+the+Financial+Sector&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,3 weeks,2–3 hours per week,Starts Jul 24,0,Self-paced,19,Economics & Finance
908,Noongar Language and Culture,Curtin University,https://www.edx.org/learn/noongar/curtin-university-noongar-language-and-culture?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=21&results_level=second-level-results&term=&objectID=course-e8287993-0ef9-4f1d-8ee9-2c9a24b49fd4&campaign=Noongar+Language+and+Culture&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,2–3 hours per week,Starts Jul 24,18370,Self-paced,139,Language
909,Educación emocional para el bienestar personal,Universidad del Rosario,https://www.edx.org/learn/well-being/universidad-del-rosario-educacion-emocional-para-el-bienestar-personal?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=22&results_level=second-level-results&term=&objectID=course-3b7717b3-d9b9-4c31-a7e9-815173ca999e&campaign=Educaci%C3%B3n+emocional+para+el+bienestar+personal&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,2–4 hours per week,Starts Jul 24,7741,Self-paced,30,Health & Safety
910,IT Fundamentals for Business Professionals: Hardware,Universitat Politècnica de València,https://www.edx.org/learn/information-technology/universitat-politecnica-de-valencia-it-fundamentals-for-business-professionals-hardware?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=23&results_level=second-level-results&term=&objectID=course-6b450c1e-d803-4140-82a8-a0a4006c34ab&campaign=IT+Fundamentals+for+Business+Professionals%3A+Hardware&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,3–6 hours per week,Starts Jul 24,18250,Self-paced,54,Computer Science
